OccID,OccNo,From,To,Moving,V Type,Hull Material,Year Built,Occ Type,Event Type,Damage,Region
37626,M12N0001,0,0,0,4,3,1979,1,4,3,5
37625,M11C0058,194,194,1,2,3,2000,2,6,3,2
37624,M11C0057,27,27,1,4,3,1989,1,1,3,2
37623,M11C0056,0,0,1,1,3,1982,2,1,0,2
37623,M11C0056,0,0,1,1,3,1985,2,1,0,2
37621,M11C0055,27,0,1,4,3,1979,1,1,3,2
37620,M11C0054,0,0,1,5,3,1973,2,6,0,2
37619,M11W0221,27,27,1,3,5,1982,1,2,3,1
37618,M11F0015,194,20,1,1,3,1998,2,1,2,7
37618,M11F0015,194,20,1,1,3,1972,2,1,2,7
37617,M11C0053,0,0,0,2,3,2004,1,1,0,2
37616,M12M0001,27,0,1,3,5,1979,1,5,3,4
37615,M12L0004,27,27,1,2,3,1971,2,2,2,3
37613,M12W0002,0,0,0,5,3,1979,1,5,1,1
37611,M11C0052,0,0,1,2,3,1983,1,5,2,2
37610,M12L0003,0,0,1,2,3,1980,2,6,0,3
37609,M12W0001,0,0,0,2,3,1980,1,4,3,1
37609,M12W0001,0,0,1,2,3,1983,1,4,3,1
37607,M11W0220,0,0,1,2,3,1986,2,4,0,1
37607,M11W0220,0,0,1,2,3,2011,2,4,0,1
37606,M11W0219,88,0,0,2,3,1979,1,7,0,1
37605,M11C0051,0,0,1,1,3,1965,1,4,2,2
37605,M11C0051,0,0,1,1,3,1987,1,4,2,2
37604,M11F0013,0,0,1,1,1,1967,2,1,2,7
37604,M11F0013,27,27,1,1,1,1983,2,1,2,7
37604,M11F0013,27,27,1,1,1,1979,2,1,2,7
37603,M12L0001,0,0,0,5,3,1979,1,4,2,3
37603,M12L0001,0,0,0,5,3,1969,1,4,2,3
37601,M12C0001,27,0,0,2,3,2008,2,6,1,2
37598,M11C0049,0,0,0,2,3,1970,2,6,0,2
37596,M11M0066,27,63,1,2,3,2002,1,2,3,4
37595,M11L0162,0,0,1,4,3,1986,1,4,2,3
37588,M11C0048,0,0,1,5,3,2000,1,2,0,2
37587,M11W0212,0,0,1,1,3,2008,1,4,0,1
37587,M11W0212,0,0,1,1,3,1979,1,4,0,1
37586,M11C0047,0,0,1,5,3,1996,2,6,0,2
37585,M11L0161,27,27,1,2,3,1979,2,4,0,3
37584,M11W0211,27,27,1,5,3,1942,1,4,1,1
37583,M11N0049,0,0,1,5,3,1974,1,5,2,5
37582,M11M0065,27,0,1,3,5,1979,1,5,2,4
37581,M11L0160,27,27,1,2,3,2003,1,2,2,3
37580,M11M0064,27,0,1,3,4,1972,2,1,2,4
37579,M11L0159,27,73,0,2,3,1918,1,7,0,3
37578,M11L0158,0,0,1,2,3,1979,2,8,2,3
37577,M11M0063,27,27,1,2,3,2007,1,5,1,4
37576,M11M0062,27,0,1,3,5,1973,2,8,3,4
37575,M11L0157,27,27,1,2,3,1970,1,2,0,3
37574,M11L0156,27,27,1,5,3,1970,1,4,2,3
37573,M11M0061,27,27,1,4,3,1979,1,4,3,4
37572,M11M0060,27,0,1,3,5,1979,2,6,0,4
37571,M11M0059,0,0,1,3,5,1979,2,6,0,4
37570,M11M0058,27,0,1,3,5,2004,1,4,3,4
37570,M11M0058,27,0,1,3,5,1980,1,4,3,4
37569,M11W0210,27,0,1,2,3,1973,2,6,2,1
37567,M11C0046,194,27,0,2,3,1988,1,4,3,2
37566,M11N0048,27,0,0,3,2,1976,1,2,2,5
37565,M11W0209,0,0,0,3,5,1946,1,5,3,1
37564,M11L0155,125,27,1,2,3,2012,1,4,3,3
37564,M11L0155,27,0,1,2,3,1979,1,4,3,3
37557,M11W0202,0,0,1,5,1,2002,1,4,1,1
37556,M11W0201,0,0,1,5,3,1970,1,4,0,1
37556,M11W0201,27,27,1,5,3,1961,1,4,0,1
37556,M11W0201,0,0,1,5,3,1974,1,4,0,1
37555,M11N0047,27,27,1,5,3,1980,1,4,2,5
37555,M11N0047,0,0,0,5,3,1999,1,4,2,5
37554,M11W0200,0,0,1,3,2,1987,1,2,3,1
37553,M11M0057,0,0,1,3,2,1994,1,8,2,4
37552,M11C0045,27,20,1,2,3,1997,2,6,0,2
37551,M11W0199,27,27,1,5,3,2009,1,4,1,1
37550,M11L0154,92,27,1,4,3,2006,2,2,3,3
37549,M11L0153,0,0,1,2,3,1969,2,6,0,3
37548,M11W0198,27,27,1,5,1,1961,2,6,0,1
37547,M11W0197,194,0,1,2,3,1979,1,1,1,1
37546,M08H0011,146,27,1,4,3,1991,2,4,0,6
37545,M11N0046,0,0,1,2,3,1979,1,7,0,5
37542,M11W0195,0,0,0,2,3,2007,2,2,2,1
37541,M11W0194,0,0,1,3,2,1975,2,6,2,1
37540,M11M0056,27,27,1,4,4,1979,2,6,0,4
37539,M11M0055,27,0,1,3,5,1978,1,4,2,4
37538,M11W0193,27,27,1,3,3,1979,1,2,3,1
37537,M11W0192,27,0,1,5,4,1951,1,2,3,1
37536,M11W0191,27,0,1,3,5,1956,1,2,0,1
37535,M11W0190,0,0,1,2,3,1986,2,6,0,1
37534,M11N0045,27,0,1,5,1,1989,1,4,0,5
37534,M11N0045,0,0,1,5,1,2007,1,4,0,5
37533,M11L0152,27,27,0,5,3,1974,2,6,0,3
37532,M11L0151,0,0,1,5,3,1969,2,6,0,3
37531,M11M0054,27,27,1,5,3,2010,1,4,0,4
37529,M11W0189,0,0,1,1,3,1990,1,4,2,1
37529,M11W0189,27,0,1,1,3,1990,1,4,2,1
37528,M11L0150,0,0,1,5,3,1979,1,5,2,3
37528,M11L0150,0,0,1,5,3,1966,1,5,2,3
37527,M11W0188,0,0,1,3,4,1963,1,2,2,1
37526,M11L0149,27,27,1,5,3,1979,2,7,0,3
37525,M11L0148,27,27,1,5,3,1952,1,5,1,3
37523,M11W0186,0,0,0,2,3,2006,2,2,0,1
37522,M11W0185,0,0,1,3,5,1979,2,6,0,1
37521,M11M0053,27,27,1,3,5,1939,1,5,2,4
37520,M11W0184,0,0,1,3,1,1957,1,4,2,1
37520,M11W0184,0,0,1,3,1,2011,1,4,2,1
37519,M11W0183,0,0,1,3,1,1979,2,6,0,1
37518,M11N0044,0,0,1,3,5,1997,2,8,2,5
37516,M11L0146,0,0,0,3,1,1956,1,5,3,3
37515,M11W0182,0,0,1,3,1,2001,2,6,0,1
37514,M11W0181,0,0,1,3,5,2003,1,4,0,1
37514,M11W0181,27,0,1,3,5,1984,1,4,0,1
37513,M11H0003,0,0,1,5,3,1959,1,1,2,6
37512,M11W0180,0,0,1,3,3,2002,1,2,2,1
37511,M11W0179,27,27,0,1,3,1979,2,2,0,1
37511,M11W0179,0,0,0,1,3,1994,2,2,0,1
37509,M11C0044,0,0,0,4,4,1981,2,7,0,2
37507,M11M0052,0,0,1,4,3,1979,1,5,3,4
37506,M11W0178,0,0,1,4,5,1979,1,8,2,1
37504,M11L0144,27,27,0,4,3,1979,1,4,3,3
37503,M11C0043,0,0,1,5,3,1985,2,6,2,2
37502,M11C0042,194,27,1,2,3,2009,2,6,0,2
37501,M11W0176,0,0,1,5,4,1999,1,7,0,1
37500,M11C0041,0,0,1,2,3,2000,1,4,0,2
37499,M11C0040,27,194,1,2,3,1976,2,6,0,2
37498,M11W0175,0,0,1,3,5,2007,2,6,0,1
37497,M11M0051,0,0,1,3,2,2002,1,2,2,4
37495,M11M0049,0,0,0,3,4,1988,2,8,3,4
37494,M11M0048,0,0,1,1,3,1979,1,4,2,4
37494,M11M0048,27,0,1,1,3,1976,1,4,2,4
37494,M11M0048,27,27,0,1,3,1998,1,4,2,4
37493,M11L0143,0,0,1,4,4,1981,1,4,3,3
37492,M11W0174,0,0,1,3,4,1977,2,6,0,1
37491,M11W0173,27,0,1,5,3,1973,1,4,2,1
37491,M11W0173,27,27,1,5,3,1979,1,4,2,1
37490,M11W0172,0,0,1,5,4,1992,2,6,0,1
37488,M11L0141,0,0,0,3,5,1943,1,2,1,3
37487,M11L0140,27,0,1,5,5,1994,1,4,0,3
37487,M11L0140,27,27,0,5,5,2009,1,4,0,3
37486,M11L0139,27,0,1,4,4,1980,1,7,0,3
37485,M11W0171,0,0,1,5,3,1964,1,8,1,1
37485,M11W0171,0,0,1,5,3,2007,1,8,1,1
37484,M11W0170,27,0,1,4,4,1990,2,6,0,1
37483,M11M0047,0,0,1,4,3,1979,1,7,0,4
37482,M11C0039,0,0,1,2,3,1979,2,4,0,2
37481,M11W0169,27,0,0,5,3,2010,1,1,2,1
37480,M11L0138,27,27,0,2,3,2010,1,4,3,3
37479,M11C0038,0,0,1,2,3,2010,2,6,0,2
37478,M11M0046,0,0,1,3,2,1979,1,2,2,4
37477,M11W0168,0,0,1,5,2,1984,2,6,0,1
37476,M11L0137,0,0,1,2,3,2007,2,6,0,3
37475,M11L0136,0,0,0,4,3,1981,1,4,3,3
37473,M11L0134,0,0,1,1,3,2009,1,4,2,3
37473,M11L0134,0,0,1,1,3,2009,1,4,2,3
37471,M11W0167,0,0,0,5,5,1973,1,4,2,1
37471,M11W0167,0,0,1,5,5,2006,1,4,2,1
37470,M11W0166,27,27,1,3,3,1992,1,5,3,1
37468,M11N0043,0,0,1,3,5,2001,1,4,0,5
37468,M11N0043,0,0,1,3,5,2001,1,4,0,5
37467,M11W0165,27,27,1,3,3,1979,1,2,2,1
37464,M11W0164,27,0,1,2,3,1976,2,3,0,1
37463,M11W0163,27,0,1,5,5,1983,1,2,3,1
37462,M11M0045,0,0,1,3,2,1973,1,2,0,4
37461,M11W0162,0,0,0,3,1,1979,1,2,1,1
37459,M11M0044,27,0,1,3,5,1965,1,2,0,4
37458,M11L0130,27,0,1,3,2,1997,1,1,2,3
37457,M11W0160,27,27,1,3,5,1983,1,5,1,1
37456,M11M0043,0,0,1,3,2,1979,1,4,3,4
37456,M11M0043,0,0,1,3,2,1979,1,4,3,4
37455,M11M0042,0,0,1,5,3,1979,2,1,0,4
37455,M11M0042,0,0,1,5,3,1990,2,1,0,4
37454,M11W0159,27,27,1,1,1,2000,2,2,0,1
37454,M11W0159,0,0,1,1,1,1975,2,2,0,1
37452,M11C0036,0,0,1,2,3,1994,2,6,0,2
37451,M11N0042,0,0,1,3,2,1994,1,2,3,5
37450,M11C0035,0,0,1,5,1,1995,1,4,3,2
37450,M11C0035,0,0,1,5,1,2007,1,4,3,2
37449,M11W0158,0,0,1,5,1,1986,1,4,0,1
37449,M11W0158,27,27,1,5,1,2007,1,4,0,1
37448,M11L0129,27,27,1,5,3,1959,1,4,3,3
37447,M11W0157,26,26,1,5,4,2000,1,4,0,1
37447,M11W0157,194,26,1,5,4,1979,1,4,0,1
37444,M11L0126,27,27,1,2,3,1979,2,6,0,3
37441,M11W0156,0,0,1,5,1,1993,1,4,0,1
37441,M11W0156,0,0,1,5,1,2010,1,4,0,1
37440,M11L0123,0,0,1,3,5,2010,1,4,0,3
37440,M11L0123,0,0,1,3,5,1970,1,4,0,3
37439,M11W0155,0,0,1,5,1,1974,2,1,3,1
37439,M11W0155,0,0,1,5,1,1967,2,1,3,1
37438,M11L0122,194,27,1,2,3,1979,1,5,3,3
37436,M11C0034,27,0,1,4,4,2001,1,4,2,2
37436,M11C0034,27,0,1,4,4,2001,1,4,2,2
37435,M11L0120,70,22,0,2,3,1967,2,6,3,3
37434,M11W0154,10,102,1,2,3,1993,1,4,3,1
37433,M11M0041,0,0,1,3,2,1980,2,8,2,4
37432,M11F0011,0,0,1,2,3,1967,2,6,0,7
37431,M11C0033,0,0,1,2,3,1979,1,1,2,2
37430,M11W0153,0,0,1,3,5,1988,2,6,0,1
37429,M11F0010,0,0,1,5,3,1975,1,2,0,7
37428,M11W0152,0,0,1,3,4,1971,1,4,0,1
37428,M11W0152,0,0,1,3,4,1990,1,4,0,1
37427,M11C0032,27,27,1,2,3,1967,1,1,3,2
37426,M11C0031,194,27,1,2,3,1979,2,8,1,2
37425,M11F0009,0,0,1,2,3,1979,2,6,0,7
37424,M11W0151,0,0,1,3,3,1979,1,7,0,1
37423,M11W0150,0,0,1,3,4,1975,1,2,0,1
37422,M11N0041,0,0,0,3,2,1979,1,5,2,5
37419,M11C0029,27,0,1,1,3,1965,1,4,3,2
37419,M11C0029,194,27,1,1,3,1977,1,4,3,2
37419,M11C0029,27,27,1,1,3,2001,1,4,3,2
37418,M11W0149,0,0,1,3,5,1976,1,2,0,1
37417,M11W0148,0,0,1,5,1,1979,1,7,0,1
37416,M11W0147,0,0,1,3,4,1979,1,2,2,1
37415,M11W0146,0,0,1,3,3,1979,2,6,3,1
37414,M11W0145,0,0,1,3,5,1993,1,4,0,1
37414,M11W0145,0,0,1,3,5,1982,1,4,0,1
37413,M11W0144,27,27,1,5,3,1985,2,6,0,1
37411,M11W0143,0,0,0,3,2,1969,1,2,0,1
37409,M11L0116,0,0,1,4,4,2000,1,1,0,3
37409,M11L0116,0,0,1,4,4,1979,1,1,0,3
37408,M11N0040,0,0,0,3,3,1970,1,4,2,5
37408,M11N0040,193,0,1,3,3,2000,1,4,2,5
37407,M11W0142,194,27,1,3,1,2000,1,2,2,1
37405,M11W0141,0,0,1,4,3,1993,2,4,0,1
37405,M11W0141,0,0,1,4,3,1974,2,4,0,1
37404,M11W0140,27,27,0,3,4,1994,1,8,3,1
37403,M11M0040,0,0,1,3,5,1958,1,2,2,4
37402,M11W0139,0,0,1,5,1,1977,1,4,2,1
37402,M11W0139,27,96,1,5,1,1943,1,4,2,1
37401,M11W0138,0,0,1,3,1,1976,1,2,0,1
37400,M11W0137,27,0,1,3,2,1996,1,4,1,1
37399,M11W0136,0,0,1,5,1,1985,1,4,2,1
37399,M11W0136,0,0,1,5,1,1979,1,4,2,1
37398,M11M0039,0,0,1,3,5,1979,1,1,2,4
37397,M11N0039,0,0,1,3,3,1967,2,6,0,5
37396,M11M0038,0,0,1,2,3,1974,2,6,2,4
37395,M11L0114,0,0,1,2,3,1982,1,4,2,3
37394,M11W0135,0,0,1,5,1,1962,1,4,0,1
37394,M11W0135,27,27,1,5,1,1997,1,4,0,1
37393,M11W0134,0,0,1,5,3,1993,2,6,0,1
37392,M11C0028,27,0,0,2,3,1960,1,7,0,2
37391,M11L0113,27,27,1,5,2,1952,1,8,0,3
37391,M11L0113,27,27,1,5,2,1996,1,8,0,3
37390,M11W0133,0,0,1,5,4,1972,1,4,0,1
37390,M11W0133,0,0,1,5,4,1982,1,4,0,1
37388,M11C0027,0,0,1,2,3,1973,2,6,0,2
37387,M11L0111,27,0,1,3,5,1978,2,8,0,3
37386,M11C0026,0,0,0,2,3,1971,1,4,3,2
37384,M11W0132,0,0,1,3,5,2002,1,2,2,1
37383,M11N0038,0,0,1,3,2,1979,1,1,1,5
37382,M11M0037,0,0,1,3,2,1969,2,8,2,4
37381,M11C0025,0,0,1,2,3,2002,2,6,0,2
37380,M11C0024,27,0,1,5,3,1989,1,1,3,2
37379,M11W0131,0,0,1,3,4,1990,2,6,0,1
37378,M11W0130,194,194,1,3,3,1984,1,2,2,1
37377,M11L0110,27,0,0,2,3,1984,1,1,0,3
37376,M11L0109,27,0,1,2,3,1990,2,6,0,3
37375,M11L0108,0,0,0,2,3,1979,1,1,3,3
37374,M11W0129,0,0,1,3,5,1979,1,2,2,1
37373,M11W0128,0,0,1,3,2,1979,1,2,0,1
37372,M11W0127,194,194,1,3,3,1970,2,6,0,1
37371,M11M0036,0,0,1,3,2,1979,1,2,2,4
37370,M11W0126,0,0,1,3,1,1970,1,5,1,1
37369,M11W0125,0,0,0,3,3,1997,2,8,2,1
37368,M11W0124,0,0,1,5,5,1955,1,4,0,1
37368,M11W0124,0,0,1,5,5,1968,1,4,0,1
37367,M11M0035,27,0,1,3,5,1979,1,1,2,4
37366,M11M0034,0,0,1,3,5,1973,2,8,1,4
37365,M11L0107,27,27,1,5,3,1967,2,7,0,3
37364,M11W0123,0,0,1,3,5,1978,1,4,0,1
37364,M11W0123,0,0,1,3,5,1979,1,4,0,1
37363,M11L0106,0,0,1,3,2,1951,1,2,2,3
37358,M11H0001,27,27,0,2,3,1951,2,6,2,6
37357,M11M0033,27,27,1,3,5,1995,2,8,1,4
37356,M11W0122,0,0,1,2,3,1979,1,4,3,1
37356,M11W0122,0,0,1,2,3,1991,1,4,3,1
37355,M11W0121,0,0,1,3,2,1987,2,6,0,1
37354,M11W0120,27,27,1,3,1,1988,2,6,0,1
37353,M11C0023,194,194,0,2,3,1983,2,5,0,2
37352,M11F0007,0,0,1,2,3,1986,1,2,2,7
37351,M11L0101,27,0,1,5,4,1979,1,1,2,3
37350,M11L0100,27,27,1,2,3,1979,2,6,0,3
37349,M11W0119,27,0,1,3,4,1999,1,4,0,1
37349,M11W0119,0,0,1,3,4,1989,1,4,0,1
37348,M11W0118,0,0,1,4,3,1976,1,4,3,1
37347,M11W0117,0,0,1,3,1,1979,1,5,2,1
37346,M11W0116,0,0,1,5,5,1941,1,4,1,1
37346,M11W0116,27,0,1,5,5,1970,1,4,1,1
37345,M11C0022,194,27,1,2,3,1962,1,1,3,2
37344,M11L0099,27,27,1,2,3,1961,1,7,0,3
37343,M11L0098,0,0,1,3,5,2005,1,2,2,3
37342,M11C0021,0,0,1,1,3,1965,2,2,0,2
37342,M11C0021,194,27,1,1,3,1972,2,2,0,2
37341,M11W0115,0,0,1,3,1,1989,2,6,0,1
37340,M11W0114,0,0,1,5,2,1981,1,4,2,1
37340,M11W0114,0,0,0,5,2,1984,1,4,2,1
37339,M11W0113,27,27,1,5,4,2002,1,2,3,1
37338,M11W0112,0,0,1,5,3,1994,1,4,2,1
37338,M11W0112,0,0,1,5,3,2000,1,4,2,1
37337,M11W0111,0,0,1,3,4,1999,2,6,0,1
37336,M11C0019,0,0,1,5,3,1968,2,1,3,2
37336,M11C0019,27,27,1,5,3,2000,2,1,3,2
37336,M11C0019,0,0,1,5,3,1975,2,1,3,2
37336,M11C0019,0,0,1,5,3,1967,2,1,3,2
37335,M11N0037,0,0,1,3,5,2003,1,5,3,5
37334,M11C0020,27,0,1,5,4,1996,2,7,1,3
37333,M11W0110,0,0,1,5,5,1997,2,6,0,1
37331,M11L0096,27,27,1,5,3,1980,2,6,3,3
37330,M11L0095,0,0,0,3,5,1968,1,4,2,3
37330,M11L0095,0,0,0,3,5,1989,1,4,2,3
37329,M11L0094,0,0,1,5,5,1989,2,4,0,3
37329,M11L0094,0,0,1,5,5,1972,2,4,0,3
37328,M11C0018,27,194,1,5,3,1976,2,6,2,2
37327,M11N0036,0,0,1,5,3,1999,1,7,0,5
37325,M11W0109,27,27,1,4,4,1979,1,4,0,1
37324,M11W0108,0,0,1,3,4,2012,1,7,0,1
37322,M11L0091,27,194,1,2,3,2012,2,6,0,3
37321,M11W0107,0,0,1,3,5,1993,2,6,0,1
37320,M11W0106,0,0,1,5,3,2003,2,6,0,1
37319,M11W0105,0,0,1,3,2,1999,2,6,0,1
37318,M11M0032,27,27,1,3,5,1999,1,5,2,4
37317,M11N0035,27,0,1,3,5,2011,2,8,3,5
37316,M11N0034,27,0,1,3,5,1979,1,8,1,5
37315,M11M0031,0,0,1,3,1,1979,1,5,2,4
37314,M11W0104,0,0,1,3,5,1959,2,6,0,1
37313,M11L0090,175,27,1,2,3,2007,1,4,0,3
37311,M11L0088,27,0,1,4,5,2010,2,6,0,3
37310,M11W0103,0,0,1,1,3,2002,2,1,0,1
37310,M11W0103,0,0,1,1,3,1976,2,1,0,1
37309,M11N0033,27,27,1,3,5,1944,2,6,3,5
37308,M11W0102,0,0,1,3,5,1952,1,2,2,1
37307,M11N0032,0,0,1,3,5,1974,2,8,0,5
37306,M11W0101,0,0,0,5,3,1986,1,7,0,1
37305,M10W0224,27,27,1,3,4,1973,1,7,2,1
37304,M11L0087,0,0,0,5,3,1968,1,5,1,3
37303,M11C0017,20,20,1,5,5,1980,1,4,3,2
37301,M11N0031,0,0,0,3,2,1957,1,7,0,5
37300,M11W0100,0,0,1,3,2,1975,2,6,0,1
37299,M11N0030,27,0,1,5,3,1979,1,8,1,5
37298,M11W0099,0,0,1,3,1,1970,1,4,2,1
37298,M11W0099,0,0,1,3,1,1974,1,4,2,1
37297,M11L0085,0,0,1,4,4,1973,1,4,3,3
37297,M11L0085,0,0,1,4,4,2007,1,4,3,3
37296,M11C0016,27,27,1,2,3,1942,1,4,3,2
37294,M11M0030,0,0,1,3,5,1987,1,1,2,4
37292,M11W0098,0,0,1,5,5,1995,1,4,0,1
37292,M11W0098,0,0,1,5,5,1972,1,4,0,1
37291,M11W0097,0,0,1,3,4,1976,1,7,0,1
37290,M11L0082,27,27,1,5,3,1979,1,7,0,3
37289,M11L0081,27,27,0,2,3,1929,1,1,1,3
37287,M11L0079,0,0,1,5,1,2011,1,4,0,3
37287,M11L0079,0,0,1,5,1,2003,1,4,0,3
37284,M11C0015,27,194,0,2,3,1973,1,1,3,2
37283,M11L0076,194,27,1,2,3,1955,1,7,0,3
37282,M11N0029,0,0,1,3,2,2006,1,5,2,5
37281,M11F0006,194,0,1,2,3,1984,1,2,0,7
37280,M11N0028,0,0,1,2,3,1971,1,7,0,5
37278,M11W0096,0,0,1,5,2,1986,1,4,0,1
37278,M11W0096,27,27,1,5,2,1976,1,4,0,1
37277,M11W0095,27,27,1,5,3,1982,1,1,3,1
37276,M11W0094,0,0,1,3,4,1966,1,4,2,1
37276,M11W0094,0,0,0,3,4,1976,1,4,2,1
37275,M11W0093,0,0,1,3,1,1974,2,6,0,1
37274,M11C0014,27,27,0,2,3,1976,1,4,0,2
37273,M11C0013,0,0,1,2,3,2011,1,7,0,2
37272,M11L0074,27,27,1,4,3,1967,1,4,3,3
37271,M11N0027,27,0,1,3,2,1974,1,5,3,5
37270,M11N0026,0,0,1,3,5,1992,2,8,2,5
37269,M11M0029,27,0,1,3,5,1943,2,8,2,4
37268,M11C0012,27,27,1,3,2,1960,1,8,1,2
37267,M11N0025,27,27,1,5,3,1995,1,4,2,5
37265,M11W0092,0,0,1,3,5,1979,1,2,2,1
37264,M11M0028,0,0,1,5,5,1975,1,4,0,4
37264,M11M0028,0,0,1,5,5,1979,1,4,0,4
37264,M11M0028,0,0,1,5,5,2007,1,4,0,4
37263,M11W0091,27,27,1,5,3,1979,2,1,3,1
37263,M11W0091,27,27,1,5,3,1965,2,1,3,1
37263,M11W0091,27,27,1,5,3,1977,2,1,3,1
37262,M11F0005,194,27,1,2,3,1969,1,2,0,7
37260,M11L0072,27,94,1,2,3,1980,2,6,0,3
37259,M11C0011,20,27,1,2,3,2010,2,6,3,2
37258,M11N0024,27,27,1,3,5,2001,2,8,3,5
37257,M11C0010,27,27,1,2,3,2000,1,2,3,2
37255,M11N0023,27,0,1,5,3,2007,1,4,2,5
37254,M11W0090,27,27,1,3,5,2004,1,4,0,1
37254,M11W0090,27,27,1,3,5,2005,1,4,0,1
37253,M11N0022,0,0,1,3,5,2001,1,7,0,5
37252,M11C0009,10,10,1,4,4,1983,2,7,0,2
37251,M11F0004,27,194,0,2,3,2002,1,5,1,7
37249,M11L0070,0,0,1,3,5,1974,1,5,2,3
37248,M11N0021,27,27,1,3,5,1979,1,7,0,5
37247,M11W0089,0,0,1,3,3,1969,1,7,0,1
37246,M11N0020,0,0,1,3,5,1992,1,7,0,5
37245,M11N0019,27,0,1,3,5,2010,1,5,3,5
37244,M11M0027,0,0,1,3,5,2001,2,6,0,4
37243,M11L0069,27,27,1,4,4,1989,2,6,0,3
37241,M11L0068,0,0,1,2,3,1979,1,4,3,3
37240,M11W0088,0,0,1,3,2,1979,2,6,2,1
37239,M11W0087,0,0,1,5,1,1984,1,4,0,1
37239,M11W0087,27,27,1,5,1,1963,1,4,0,1
37238,M11W0086,27,27,0,3,3,1983,2,7,0,1
37237,M11M0026,27,0,1,3,5,1979,1,5,2,4
37236,M11W0085,27,27,1,2,3,2005,2,6,0,1
37235,M11N0018,27,0,1,3,5,2003,1,5,2,5
37234,M11W0084,0,0,1,5,1,1983,1,4,0,1
37234,M11W0084,27,27,1,5,1,2003,1,4,0,1
37233,M11L0067,0,0,0,2,3,2001,1,5,3,3
37232,M11W0083,0,0,1,5,1,1985,1,4,0,1
37232,M11W0083,194,194,1,5,1,2002,1,4,0,1
37231,M11L0066,0,0,1,4,5,1985,2,6,0,3
37230,M11M0025,0,0,1,3,5,2003,1,2,0,4
37228,M11N0017,0,0,1,3,2,1981,2,8,2,5
37227,M11M0024,27,27,1,5,3,1999,2,8,2,4
37226,M11L0064,148,0,1,2,3,1996,2,6,0,3
37225,M11N0016,27,0,0,5,3,2005,1,7,0,5
37224,M11N0015,27,27,0,3,5,1979,2,6,0,5
37223,M11M0023,0,0,1,3,5,1993,1,2,0,4
37222,M11W0082,0,0,1,3,1,2005,2,6,0,1
37221,M11L0063,27,27,1,2,3,2003,2,6,0,3
37220,M11W0081,0,0,0,3,2,1997,1,7,2,1
37218,M11L0061,0,0,0,2,3,2008,1,4,2,3
37218,M11L0061,0,0,0,2,3,2007,1,4,2,3
37217,M11L0060,27,27,1,3,2,1980,1,7,0,3
37216,M11L0059,27,0,0,2,3,1981,1,4,3,3
37214,M11W0079,27,0,1,5,3,2011,2,1,2,1
37214,M11W0079,27,0,1,5,3,1997,2,1,2,1
37213,M11M0022,27,27,1,5,3,2000,1,5,3,4
37212,M11W0078,27,0,1,3,4,1998,1,2,3,1
37211,M11L0058,27,27,0,5,3,2011,1,5,3,3
37210,M11L0057,0,0,1,2,3,1999,2,6,0,3
37209,M11L0056,0,0,1,2,3,1976,2,6,0,3
37208,M11W0077,0,0,0,5,1,1992,1,4,3,1
37208,M11W0077,194,194,1,5,1,2007,1,4,3,1
37207,M11W0076,0,0,1,3,4,2007,1,2,2,1
37206,M11W0075,27,0,1,5,3,1967,1,8,1,1
37205,M11C0007,27,27,1,4,4,1970,1,2,3,2
37204,M11C0006,27,194,1,2,3,1973,2,6,0,2
37203,M11L0055,0,0,1,3,5,1984,1,8,2,3
37201,M11N0014,27,27,1,3,5,1972,1,5,3,5
37200,M11L0053,0,0,1,3,5,1967,2,8,1,3
37199,M11L0052,27,27,0,2,3,2000,1,4,2,3
37199,M11L0052,0,0,0,2,3,1985,1,4,2,3
37198,M11W0074,0,0,1,5,3,1968,2,6,0,1
37197,M11W0073,0,0,1,3,5,1976,2,7,0,1
37196,M11M0021,0,0,1,3,2,2005,1,2,0,4
37195,M11L0051,27,27,1,3,5,2009,1,7,0,3
37194,M11W0072,27,0,1,5,3,2010,1,5,3,1
37193,M11L0050,27,0,1,3,5,1979,2,1,1,3
37192,M11C0005,27,194,1,2,3,1979,1,2,0,2
37191,M11M0020,27,27,1,5,3,2011,1,2,1,4
37190,M11L0049,0,0,1,2,3,1984,1,1,3,3
37189,M11W0071,0,0,0,5,3,1972,2,1,0,1
37189,M11W0071,0,0,0,5,3,1979,2,1,0,1
37188,M11L0048,0,0,1,3,5,1979,2,6,3,3
37187,M11W0070,0,0,1,3,2,1980,2,2,0,1
37186,M11N0013,0,0,1,3,5,1963,1,2,0,5
37185,M11M0019,27,27,1,3,5,1982,1,2,1,4
37184,M11M0018,27,0,1,3,5,1979,1,5,2,4
37183,M11W0069,0,0,1,3,5,2008,2,6,0,1
37182,M11W0068,0,0,1,3,5,2000,2,4,0,1
37182,M11W0068,0,0,1,3,5,1974,2,4,0,1
37181,M11L0047,27,27,1,5,3,1948,2,6,0,3
37180,M11L0046,27,27,0,2,3,1948,1,7,0,3
37179,M11W0067,0,0,1,3,4,1979,2,6,0,1
37178,M11W0066,27,27,1,5,2,1958,2,4,0,1
37178,M11W0066,27,27,1,5,2,1973,2,4,0,1
37177,M11L0045,0,0,0,2,3,1954,2,6,0,3
37176,M11W0065,27,27,1,5,3,2008,1,4,3,1
37176,M11W0065,27,27,1,5,3,1980,1,4,3,1
37175,M11W0064,27,0,1,5,3,1993,1,5,2,1
37174,M11L0044,27,0,1,5,3,1996,2,8,3,3
